Provider ID,HCAHPS Question,Patient Survey Star Rating
50075,Discharge information - star rating,3
50075,Care transition - star rating,3
50075,Overall hospital rating - star rating,3
50075,Quietness - star rating,1
50075,Recommend hospital - star rating,4
50076,Summary star rating,3
50076,Cleanliness - star rating,2
50076,Nurse communication - star rating,3
50076,Doctor communication - star rating,4
50076,Staff responsiveness - star rating,3
50076,Communication about medicines - star rating,3
50076,Discharge information - star rating,3
50076,Care transition - star rating,3
50076,Overall hospital rating - star rating,3
50076,Quietness - star rating,1
50076,Recommend hospital - star rating,4
50077,Summary star rating,2
50077,Cleanliness - star rating,2
50077,Nurse communication - star rating,2
50077,Doctor communication - star rating,3
50077,Staff responsiveness - star rating,2
50077,Communication about medicines - star rating,3
50077,Discharge information - star rating,2
50077,Care transition - star rating,3
50077,Overall hospital rating - star rating,3
50077,Quietness - star rating,1
50077,Recommend hospital - star rating,3
50078,Summary star rating,3
50078,Cleanliness - star rating,3
50078,Nurse communication - star rating,3
50078,Doctor communication - star rating,3
50078,Staff responsiveness - star rating,3
50078,Communication about medicines - star rating,3
50078,Discharge information - star rating,3
50078,Care transition - star rating,4
50078,Overall hospital rating - star rating,3
50078,Quietness - star rating,1
50078,Recommend hospital - star rating,3
50082,Summary star rating,3
50082,Cleanliness - star rating,2
50082,Nurse communication - star rating,3
50082,Doctor communication - star rating,3
50082,Staff responsiveness - star rating,2
50082,Communication about medicines - star rating,3
50082,Discharge information - star rating,3
50082,Care transition - star rating,3
50082,Overall hospital rating - star rating,2
50082,Quietness - star rating,2
50082,Recommend hospital - star rating,2
50084,Summary star rating,2
50084,Cleanliness - star rating,2
50084,Nurse communication - star rating,2
50084,Doctor communication - star rating,3
50084,Staff responsiveness - star rating,2
50084,Communication about medicines - star rating,2
50084,Discharge information - star rating,3
50084,Care transition - star rating,2
50084,Overall hospital rating - star rating,2
50084,Quietness - star rating,1
50084,Recommend hospital - star rating,3
50089,Summary star rating,2
50089,Cleanliness - star rating,2
50089,Nurse communication - star rating,2
50089,Doctor communication - star rating,2
50089,Staff responsiveness - star rating,2
50089,Communication about medicines - star rating,4
50089,Discharge information - star rating,2
50089,Care transition - star rating,3
50089,Overall hospital rating - star rating,2
50089,Quietness - star rating,2
50089,Recommend hospital - star rating,2
50090,Summary star rating,3
50090,Cleanliness - star rating,4
50090,Nurse communication - star rating,3
50090,Doctor communication - star rating,2
50090,Staff responsiveness - star rating,3
50090,Communication about medicines - star rating,3
50090,Discharge information - star rating,4
50090,Care transition - star rating,3
50090,Overall hospital rating - star rating,3
50090,Quietness - star rating,2
50090,Recommend hospital - star rating,3
50091,Summary star rating,2
50091,Cleanliness - star rating,3
50091,Nurse communication - star rating,2
50091,Doctor communication - star rating,1
50091,Staff responsiveness - star rating,1
50091,Communication about medicines - star rating,2
50091,Discharge information - star rating,1
50091,Care transition - star rating,1
50091,Overall hospital rating - star rating,2
50091,Quietness - star rating,1
50091,Recommend hospital - star rating,2
50093,Summary star rating,2
50093,Cleanliness - star rating,2
50093,Nurse communication - star rating,2
50093,Doctor communication - star rating,2
50093,Staff responsiveness - star rating,2
50093,Communication about medicines - star rating,2
50093,Discharge information - star rating,2
50093,Care transition - star rating,2
50093,Overall hospital rating - star rating,2
50093,Quietness - star rating,2
50093,Recommend hospital - star rating,3
50096,Summary star rating,Not Available
50096,Cleanliness - star rating,Not Available
50096,Nurse communication - star rating,Not Available
50096,Doctor communication - star rating,Not Available
50096,Staff responsiveness - star rating,Not Available
50096,Communication about medicines - star rating,Not Available
50096,Discharge information - star rating,Not Available
50096,Care transition - star rating,Not Available
50096,Overall hospital rating - star rating,Not Available
50096,Quietness - star rating,Not Available
50096,Recommend hospital - star rating,Not Available
50099,Summary star rating,3
50099,Cleanliness - star rating,3
50099,Nurse communication - star rating,3
50099,Doctor communication - star rating,2
50099,Staff responsiveness - star rating,2
50099,Communication about medicines - star rating,3
50099,Discharge information - star rating,3
50099,Care transition - star rating,3
50099,Overall hospital rating - star rating,3
50099,Quietness - star rating,1
50099,Recommend hospital - star rating,3
50100,Summary star rating,4
50100,Cleanliness - star rating,3
50100,Nurse communication - star rating,4
50100,Doctor communication - star rating,4
50100,Staff responsiveness - star rating,4
50100,Communication about medicines - star rating,3
50100,Discharge information - star rating,4
50100,Care transition - star rating,4
50100,Overall hospital rating - star rating,5
50100,Quietness - star rating,3
50100,Recommend hospital - star rating,5
50101,Summary star rating,2
50101,Cleanliness - star rating,2
50101,Nurse communication - star rating,2
50101,Doctor communication - star rating,2
50101,Staff responsiveness - star rating,2
50101,Communication about medicines - star rating,3
50101,Discharge information - star rating,2
50101,Care transition - star rating,2
50101,Overall hospital rating - star rating,2
50101,Quietness - star rating,1
50101,Recommend hospital - star rating,2
50102,Summary star rating,1
50102,Cleanliness - star rating,2
50102,Nurse communication - star rating,1
50102,Doctor communication - star rating,2
50102,Staff responsiveness - star rating,1
50102,Communication about medicines - star rating,1
50102,Discharge information - star rating,2
50102,Care transition - star rating,2
50102,Overall hospital rating - star rating,1
50102,Quietness - star rating,1
50102,Recommend hospital - star rating,1
50103,Summary star rating,3
50103,Cleanliness - star rating,2
50103,Nurse communication - star rating,3
50103,Doctor communication - star rating,3
50103,Staff responsiveness - star rating,2
50103,Communication about medicines - star rating,2
50103,Discharge information - star rating,3
50103,Care transition - star rating,2
50103,Overall hospital rating - star rating,3
50103,Quietness - star rating,2
50103,Recommend hospital - star rating,3
50104,Summary star rating,1
50104,Cleanliness - star rating,2
50104,Nurse communication - star rating,1
50104,Doctor communication - star rating,1
50104,Staff responsiveness - star rating,1
50104,Communication about medicines - star rating,1
50104,Discharge information - star rating,1
50104,Care transition - star rating,2
50104,Overall hospital rating - star rating,1
50104,Quietness - star rating,1
50104,Recommend hospital - star rating,1
50107,Summary star rating,3
50107,Cleanliness - star rating,3
50107,Nurse communication - star rating,3
50107,Doctor communication - star rating,3
50107,Staff responsiveness - star rating,3
50107,Communication about medicines - star rating,4
50107,Discharge information - star rating,3
50107,Care transition - star rating,3
50107,Overall hospital rating - star rating,3
50107,Quietness - star rating,3
50107,Recommend hospital - star rating,4
50108,Summary star rating,3
50108,Cleanliness - star rating,3
50108,Nurse communication - star rating,3
50108,Doctor communication - star rating,3
50108,Staff responsiveness - star rating,2
50108,Communication about medicines - star rating,3
50108,Discharge information - star rating,3
50108,Care transition - star rating,3
50108,Overall hospital rating - star rating,4
50108,Quietness - star rating,2
50108,Recommend hospital - star rating,4
50110,Summary star rating,2
50110,Cleanliness - star rating,3
50110,Nurse communication - star rating,2
50110,Doctor communication - star rating,2
50110,Staff responsiveness - star rating,2
50110,Communication about medicines - star rating,2
50110,Discharge information - star rating,3
50110,Care transition - star rating,2
50110,Overall hospital rating - star rating,2
50110,Quietness - star rating,2
50110,Recommend hospital - star rating,2
50112,Summary star rating,3
50112,Cleanliness - star rating,3
50112,Nurse communication - star rating,4
50112,Doctor communication - star rating,3
50112,Staff responsiveness - star rating,3
50112,Communication about medicines - star rating,3
50112,Discharge information - star rating,3
50112,Care transition - star rating,4
50112,Overall hospital rating - star rating,4
50112,Quietness - star rating,3
50112,Recommend hospital - star rating,4
50113,Summary star rating,2
50113,Cleanliness - star rating,2
50113,Nurse communication - star rating,2
50113,Doctor communication - star rating,3
50113,Staff responsiveness - star rating,2
50113,Communication about medicines - star rating,3
50113,Discharge information - star rating,1
50113,Care transition - star rating,3
50113,Overall hospital rating - star rating,3
50113,Quietness - star rating,1
50113,Recommend hospital - star rating,3
50115,Summary star rating,3
50115,Cleanliness - star rating,2
50115,Nurse communication - star rating,4
50115,Doctor communication - star rating,3
50115,Staff responsiveness - star rating,2
50115,Communication about medicines - star rating,3
50115,Discharge information - star rating,3
50115,Care transition - star rating,3
50115,Overall hospital rating - star rating,4
50115,Quietness - star rating,2
50115,Recommend hospital - star rating,4
50116,Summary star rating,3
50116,Cleanliness - star rating,3
50116,Nurse communication - star rating,3
50116,Doctor communication - star rating,3
50116,Staff responsiveness - star rating,2
50116,Communication about medicines - star rating,3
50116,Discharge information - star rating,3
50116,Care transition - star rating,3
50116,Overall hospital rating - star rating,3
50116,Quietness - star rating,1
50116,Recommend hospital - star rating,3
50118,Summary star rating,3
50118,Cleanliness - star rating,3
50118,Nurse communication - star rating,3
50118,Doctor communication - star rating,3
50118,Staff responsiveness - star rating,3
50118,Communication about medicines - star rating,4
50118,Discharge information - star rating,3
50118,Care transition - star rating,3
50118,Overall hospital rating - star rating,3
50118,Quietness - star rating,2
50118,Recommend hospital - star rating,3
50121,Summary star rating,3
50121,Cleanliness - star rating,3
50121,Nurse communication - star rating,3
50121,Doctor communication - star rating,3
50121,Staff responsiveness - star rating,2
50121,Communication about medicines - star rating,3
50121,Discharge information - star rating,3
50121,Care transition - star rating,2
50121,Overall hospital rating - star rating,3
50121,Quietness - star rating,2
50121,Recommend hospital - star rating,3
50122,Summary star rating,2
50122,Cleanliness - star rating,3
50122,Nurse communication - star rating,2
50122,Doctor communication - star rating,2
50122,Staff responsiveness - star rating,2
50122,Communication about medicines - star rating,2
50122,Discharge information - star rating,3
50122,Care transition - star rating,2
50122,Overall hospital rating - star rating,2
50122,Quietness - star rating,1
50122,Recommend hospital - star rating,2
50124,Summary star rating,2
50124,Cleanliness - star rating,3
50124,Nurse communication - star rating,2
50124,Doctor communication - star rating,2
50124,Staff responsiveness - star rating,2
50124,Communication about medicines - star rating,2
50124,Discharge information - star rating,1
50124,Care transition - star rating,3
50124,Overall hospital rating - star rating,2
50124,Quietness - star rating,1
50124,Recommend hospital - star rating,2
50125,Summary star rating,2
50125,Cleanliness - star rating,3
50125,Nurse communication - star rating,2
50125,Doctor communication - star rating,2
50125,Staff responsiveness - star rating,2
50125,Communication about medicines - star rating,3
50125,Discharge information - star rating,2
50125,Care transition - star rating,2
50125,Overall hospital rating - star rating,2
50125,Quietness - star rating,1
50125,Recommend hospital - star rating,3
50126,Summary star rating,3
50126,Cleanliness - star rating,3
50126,Nurse communication - star rating,3
50126,Doctor communication - star rating,2
50126,Staff responsiveness - star rating,2
50126,Communication about medicines - star rating,3
50126,Discharge information - star rating,3
50126,Care transition - star rating,3
50126,Overall hospital rating - star rating,3
50126,Quietness - star rating,2
50126,Recommend hospital - star rating,3
50127,Summary star rating,3
50127,Cleanliness - star rating,3
50127,Nurse communication - star rating,3
50127,Doctor communication - star rating,3
50127,Staff responsiveness - star rating,3
50127,Communication about medicines - star rating,3
50127,Discharge information - star rating,3
50127,Care transition - star rating,3
50127,Overall hospital rating - star rating,3
50127,Quietness - star rating,1
50127,Recommend hospital - star rating,3
50128,Summary star rating,2
50128,Cleanliness - star rating,2
50128,Nurse communication - star rating,2
50128,Doctor communication - star rating,3
50128,Staff responsiveness - star rating,3
50128,Communication about medicines - star rating,3
50128,Discharge information - star rating,3
50128,Care transition - star rating,2
50128,Overall hospital rating - star rating,2
50128,Quietness - star rating,1
50128,Recommend hospital - star rating,2
50129,Summary star rating,2
50129,Cleanliness - star rating,3
50129,Nurse communication - star rating,2
50129,Doctor communication - star rating,2
50129,Staff responsiveness - star rating,2
50129,Communication about medicines - star rating,3
50129,Discharge information - star rating,2
50129,Care transition - star rating,2
50129,Overall hospital rating - star rating,3
50129,Quietness - star rating,2
50129,Recommend hospital - star rating,3
50131,Summary star rating,4
50131,Cleanliness - star rating,3
50131,Nurse communication - star rating,4
50131,Doctor communication - star rating,4
50131,Staff responsiveness - star rating,3
50131,Communication about medicines - star rating,3
50131,Discharge information - star rating,3
50131,Care transition - star rating,4
50131,Overall hospital rating - star rating,4
50131,Quietness - star rating,3
50131,Recommend hospital - star rating,4
50132,Summary star rating,2
50132,Cleanliness - star rating,2
50132,Nurse communication - star rating,3
50132,Doctor communication - star rating,2
50132,Staff responsiveness - star rating,2
50132,Communication about medicines - star rating,3
50132,Discharge information - star rating,3
50132,Care transition - star rating,2
50132,Overall hospital rating - star rating,3
50132,Quietness - star rating,2
50132,Recommend hospital - star rating,2
50133,Summary star rating,2
50133,Cleanliness - star rating,1
50133,Nurse communication - star rating,2
50133,Doctor communication - star rating,2
50133,Staff responsiveness - star rating,2
50133,Communication about medicines - star rating,3
50133,Discharge information - star rating,1
50133,Care transition - star rating,2
50133,Overall hospital rating - star rating,1
50133,Quietness - star rating,1
50133,Recommend hospital - star rating,1
50135,Summary star rating,1
50135,Cleanliness - star rating,1
50135,Nurse communication - star rating,1
50135,Doctor communication - star rating,1
50135,Staff responsiveness - star rating,1
50135,Communication about medicines - star rating,1
50135,Discharge information - star rating,1
50135,Care transition - star rating,1
50135,Overall hospital rating - star rating,1
50135,Quietness - star rating,1
50135,Recommend hospital - star rating,1
50136,Summary star rating,2
50136,Cleanliness - star rating,3
50136,Nurse communication - star rating,2
50136,Doctor communication - star rating,2
50136,Staff responsiveness - star rating,2
50136,Communication about medicines - star rating,3
50136,Discharge information - star rating,3
50136,Care transition - star rating,2
50136,Overall hospital rating - star rating,2
50136,Quietness - star rating,2
50136,Recommend hospital - star rating,2
50137,Summary star rating,3
50137,Cleanliness - star rating,3
50137,Nurse communication - star rating,3
50137,Doctor communication - star rating,3
50137,Staff responsiveness - star rating,2
50137,Communication about medicines - star rating,3
50137,Discharge information - star rating,2
50137,Care transition - star rating,3
50137,Overall hospital rating - star rating,4
50137,Quietness - star rating,3
50137,Recommend hospital - star rating,4
50138,Summary star rating,3
50138,Cleanliness - star rating,2
50138,Nurse communication - star rating,2
50138,Doctor communication - star rating,3
50138,Staff responsiveness - star rating,3
50138,Communication about medicines - star rating,3
50138,Discharge information - star rating,3
50138,Care transition - star rating,3
50138,Overall hospital rating - star rating,4
50138,Quietness - star rating,2
50138,Recommend hospital - star rating,4
50139,Summary star rating,3
50139,Cleanliness - star rating,3
50139,Nurse communication - star rating,3
50139,Doctor communication - star rating,3
50139,Staff responsiveness - star rating,2
50139,Communication about medicines - star rating,3
50139,Discharge information - star rating,3
50139,Care transition - star rating,3
50139,Overall hospital rating - star rating,3
50139,Quietness - star rating,2
50139,Recommend hospital - star rating,3
50140,Summary star rating,3
50140,Cleanliness - star rating,3
50140,Nurse communication - star rating,3
50140,Doctor communication - star rating,3
50140,Staff responsiveness - star rating,3
50140,Communication about medicines - star rating,3
50140,Discharge information - star rating,3
50140,Care transition - star rating,3
50140,Overall hospital rating - star rating,4
50140,Quietness - star rating,3
50140,Recommend hospital - star rating,4
50145,Summary star rating,4
50145,Cleanliness - star rating,4
50145,Nurse communication - star rating,4
50145,Doctor communication - star rating,4
50145,Staff responsiveness - star rating,3
50145,Communication about medicines - star rating,3
50145,Discharge information - star rating,3
50145,Care transition - star rating,4
50145,Overall hospital rating - star rating,5
50145,Quietness - star rating,3
50145,Recommend hospital - star rating,5
50149,Summary star rating,2
50149,Cleanliness - star rating,2
50149,Nurse communication - star rating,2
50149,Doctor communication - star rating,2
50149,Staff responsiveness - star rating,1
50149,Communication about medicines - star rating,3
50149,Discharge information - star rating,2
50149,Care transition - star rating,2
50149,Overall hospital rating - star rating,2
50149,Quietness - star rating,1
50149,Recommend hospital - star rating,2
50150,Summary star rating,3
50150,Cleanliness - star rating,3
50150,Nurse communication - star rating,3
50150,Doctor communication - star rating,3
50150,Staff responsiveness - star rating,2
50150,Communication about medicines - star rating,4
50150,Discharge information - star rating,4
50150,Care transition - star rating,3
50150,Overall hospital rating - star rating,2
50150,Quietness - star rating,2
50150,Recommend hospital - star rating,2
50152,Summary star rating,2
50152,Cleanliness - star rating,2
50152,Nurse communication - star rating,2
50152,Doctor communication - star rating,3
50152,Staff responsiveness - star rating,1
50152,Communication about medicines - star rating,3
50152,Discharge information - star rating,3
50152,Care transition - star rating,3
50152,Overall hospital rating - star rating,2
50152,Quietness - star rating,1
50152,Recommend hospital - star rating,3
50153,Summary star rating,2
50153,Cleanliness - star rating,2
50153,Nurse communication - star rating,2
50153,Doctor communication - star rating,3
50153,Staff responsiveness - star rating,2
50153,Communication about medicines - star rating,2
50153,Discharge information - star rating,2
50153,Care transition - star rating,2
50153,Overall hospital rating - star rating,3
50153,Quietness - star rating,1
50153,Recommend hospital - star rating,3
50158,Summary star rating,2
50158,Cleanliness - star rating,4
50158,Nurse communication - star rating,3
50158,Doctor communication - star rating,2
50158,Staff responsiveness - star rating,2
50158,Communication about medicines - star rating,3
50158,Discharge information - star rating,1
50158,Care transition - star rating,2
50158,Overall hospital rating - star rating,2
50158,Quietness - star rating,1
50158,Recommend hospital - star rating,2
50159,Summary star rating,2
50159,Cleanliness - star rating,3
50159,Nurse communication - star rating,2
50159,Doctor communication - star rating,3
50159,Staff responsiveness - star rating,2
50159,Communication about medicines - star rating,2
50159,Discharge information - star rating,2
50159,Care transition - star rating,3
50159,Overall hospital rating - star rating,2
50159,Quietness - star rating,1
50159,Recommend hospital - star rating,2
50167,Summary star rating,2
50167,Cleanliness - star rating,1
50167,Nurse communication - star rating,2
50167,Doctor communication - star rating,3
50167,Staff responsiveness - star rating,1
50167,Communication about medicines - star rating,2
50167,Discharge information - star rating,3
50167,Care transition - star rating,2
50167,Overall hospital rating - star rating,2
50167,Quietness - star rating,1
50167,Recommend hospital - star rating,2
50168,Summary star rating,4
50168,Cleanliness - star rating,3
50168,Nurse communication - star rating,4
50168,Doctor communication - star rating,3
50168,Staff responsiveness - star rating,3
50168,Communication about medicines - star rating,4
50168,Discharge information - star rating,4
50168,Care transition - star rating,4
50168,Overall hospital rating - star rating,4
50168,Quietness - star rating,3
50168,Recommend hospital - star rating,4
50169,Summary star rating,3
50169,Cleanliness - star rating,3
50169,Nurse communication - star rating,4
50169,Doctor communication - star rating,3
50169,Staff responsiveness - star rating,3
50169,Communication about medicines - star rating,3
50169,Discharge information - star rating,3
50169,Care transition - star rating,4
50169,Overall hospital rating - star rating,4
50169,Quietness - star rating,3
50169,Recommend hospital - star rating,4
50174,Summary star rating,2
50174,Cleanliness - star rating,2
50174,Nurse communication - star rating,2
50174,Doctor communication - star rating,2
50174,Staff responsiveness - star rating,2
50174,Communication about medicines - star rating,2
50174,Discharge information - star rating,3
50174,Care transition - star rating,2
50174,Overall hospital rating - star rating,2
50174,Quietness - star rating,1
50174,Recommend hospital - star rating,3
50179,Summary star rating,2
50179,Cleanliness - star rating,3
50179,Nurse communication - star rating,2
50179,Doctor communication - star rating,2
50179,Staff responsiveness - star rating,2
50179,Communication about medicines - star rating,3
50179,Discharge information - star rating,3
50179,Care transition - star rating,2
50179,Overall hospital rating - star rating,2
50179,Quietness - star rating,1
50179,Recommend hospital - star rating,2
50180,Summary star rating,3
50180,Cleanliness - star rating,3
50180,Nurse communication - star rating,3
50180,Doctor communication - star rating,3
50180,Staff responsiveness - star rating,2
50180,Communication about medicines - star rating,3
50180,Discharge information - star rating,3
50180,Care transition - star rating,3
50180,Overall hospital rating - star rating,4
50180,Quietness - star rating,2
50180,Recommend hospital - star rating,4
50189,Summary star rating,Not Available
50189,Cleanliness - star rating,Not Available
50189,Nurse communication - star rating,Not Available
50189,Doctor communication - star rating,Not Available
50189,Staff responsiveness - star rating,Not Available
50189,Communication about medicines - star rating,Not Available
50189,Discharge information - star rating,Not Available
50189,Care transition - star rating,Not Available
50189,Overall hospital rating - star rating,Not Available
50189,Quietness - star rating,Not Available
50189,Recommend hospital - star rating,Not Available
50191,Summary star rating,2
50191,Cleanliness - star rating,3
50191,Nurse communication - star rating,2
50191,Doctor communication - star rating,2
50191,Staff responsiveness - star rating,2
50191,Communication about medicines - star rating,3
50191,Discharge information - star rating,2
50191,Care transition - star rating,2
50191,Overall hospital rating - star rating,2
50191,Quietness - star rating,1
50191,Recommend hospital - star rating,2
50192,Summary star rating,3
50192,Cleanliness - star rating,3
50192,Nurse communication - star rating,2
50192,Doctor communication - star rating,3
50192,Staff responsiveness - star rating,2
50192,Communication about medicines - star rating,3
50192,Discharge information - star rating,3
50192,Care transition - star rating,2
50192,Overall hospital rating - star rating,2
50192,Quietness - star rating,2
50192,Recommend hospital - star rating,3
50194,Summary star rating,3
50194,Cleanliness - star rating,3
50194,Nurse communication - star rating,3
50194,Doctor communication - star rating,3
50194,Staff responsiveness - star rating,2
50194,Communication about medicines - star rating,3
50194,Discharge information - star rating,3
50194,Care transition - star rating,2
50194,Overall hospital rating - star rating,3
50194,Quietness - star rating,2
50194,Recommend hospital - star rating,2
50195,Summary star rating,3
50195,Cleanliness - star rating,4
50195,Nurse communication - star rating,3
50195,Doctor communication - star rating,3
50195,Staff responsiveness - star rating,3
50195,Communication about medicines - star rating,3
50195,Discharge information - star rating,3
50195,Care transition - star rating,3
50195,Overall hospital rating - star rating,3
50195,Quietness - star rating,2
50195,Recommend hospital - star rating,3
50197,Summary star rating,3
50197,Cleanliness - star rating,3
50197,Nurse communication - star rating,4
50197,Doctor communication - star rating,4
50197,Staff responsiveness - star rating,2
50197,Communication about medicines - star rating,3
50197,Discharge information - star rating,3
50197,Care transition - star rating,4
50197,Overall hospital rating - star rating,4
50197,Quietness - star rating,3
50197,Recommend hospital - star rating,4
50204,Summary star rating,3
50204,Cleanliness - star rating,3
50204,Nurse communication - star rating,3
50204,Doctor communication - star rating,2
50204,Staff responsiveness - star rating,3
50204,Communication about medicines - star rating,3
50204,Discharge information - star rating,3
50204,Care transition - star rating,3
50204,Overall hospital rating - star rating,3
50204,Quietness - star rating,3
50204,Recommend hospital - star rating,3
50205,Summary star rating,1
50205,Cleanliness - star rating,1
50205,Nurse communication - star rating,1
50205,Doctor communication - star rating,1
50205,Staff responsiveness - star rating,1
50205,Communication about medicines - star rating,1
50205,Discharge information - star rating,1
50205,Care transition - star rating,1
50205,Overall hospital rating - star rating,1
50205,Quietness - star rating,1
50205,Recommend hospital - star rating,1
50211,Summary star rating,2
50211,Cleanliness - star rating,2
50211,Nurse communication - star rating,3
50211,Doctor communication - star rating,3
50211,Staff responsiveness - star rating,2
50211,Communication about medicines - star rating,2
50211,Discharge information - star rating,3
50211,Care transition - star rating,2
50211,Overall hospital rating - star rating,2
50211,Quietness - star rating,1
50211,Recommend hospital - star rating,2
50222,Summary star rating,3
50222,Cleanliness - star rating,3
50222,Nurse communication - star rating,4
50222,Doctor communication - star rating,3
50222,Staff responsiveness - star rating,3
50222,Communication about medicines - star rating,3
50222,Discharge information - star rating,3
50222,Care transition - star rating,4
50222,Overall hospital rating - star rating,3
50222,Quietness - star rating,1
50222,Recommend hospital - star rating,3
50224,Summary star rating,3
50224,Cleanliness - star rating,3
50224,Nurse communication - star rating,4
50224,Doctor communication - star rating,4
50224,Staff responsiveness - star rating,2
50224,Communication about medicines - star rating,3
50224,Discharge information - star rating,3
50224,Care transition - star rating,4
50224,Overall hospital rating - star rating,4
50224,Quietness - star rating,3
50224,Recommend hospital - star rating,5
50225,Summary star rating,3
50225,Cleanliness - star rating,3
50225,Nurse communication - star rating,3
50225,Doctor communication - star rating,2
50225,Staff responsiveness - star rating,2
50225,Communication about medicines - star rating,2
50225,Discharge information - star rating,3
50225,Care transition - star rating,3
50225,Overall hospital rating - star rating,3
50225,Quietness - star rating,1
50225,Recommend hospital - star rating,4
50226,Summary star rating,2
50226,Cleanliness - star rating,3
50226,Nurse communication - star rating,2
50226,Doctor communication - star rating,2
50226,Staff responsiveness - star rating,3
50226,Communication about medicines - star rating,3
50226,Discharge information - star rating,2
50226,Care transition - star rating,2
50226,Overall hospital rating - star rating,2
50226,Quietness - star rating,2
50226,Recommend hospital - star rating,2
50228,Summary star rating,3
50228,Cleanliness - star rating,3
50228,Nurse communication - star rating,2
50228,Doctor communication - star rating,3
50228,Staff responsiveness - star rating,2
50228,Communication about medicines - star rating,3
50228,Discharge information - star rating,3
50228,Care transition - star rating,3
50228,Overall hospital rating - star rating,4
50228,Quietness - star rating,3
50228,Recommend hospital - star rating,3
50230,Summary star rating,2
50230,Cleanliness - star rating,2
50230,Nurse communication - star rating,1
50230,Doctor communication - star rating,3
50230,Staff responsiveness - star rating,2
50230,Communication about medicines - star rating,2
50230,Discharge information - star rating,2
50230,Care transition - star rating,2
50230,Overall hospital rating - star rating,2
50230,Quietness - star rating,2
50230,Recommend hospital - star rating,2
50231,Summary star rating,2
50231,Cleanliness - star rating,2
50231,Nurse communication - star rating,2
50231,Doctor communication - star rating,2
50231,Staff responsiveness - star rating,2
50231,Communication about medicines - star rating,2
50231,Discharge information - star rating,2
50231,Care transition - star rating,2
50231,Overall hospital rating - star rating,3
50231,Quietness - star rating,1
50231,Recommend hospital - star rating,3
50232,Summary star rating,4
50232,Cleanliness - star rating,3
50232,Nurse communication - star rating,4
50232,Doctor communication - star rating,3
50232,Staff responsiveness - star rating,3
50232,Communication about medicines - star rating,4
50232,Discharge information - star rating,5
50232,Care transition - star rating,4
50232,Overall hospital rating - star rating,4
50232,Quietness - star rating,1
50232,Recommend hospital - star rating,4
50234,Summary star rating,4
50234,Cleanliness - star rating,4
50234,Nurse communication - star rating,4
50234,Doctor communication - star rating,4
50234,Staff responsiveness - star rating,4
50234,Communication about medicines - star rating,4
50234,Discharge information - star rating,4
50234,Care transition - star rating,4
50234,Overall hospital rating - star rating,4
50234,Quietness - star rating,3
50234,Recommend hospital - star rating,4
50235,Summary star rating,3
50235,Cleanliness - star rating,3
50235,Nurse communication - star rating,3
50235,Doctor communication - star rating,3
50235,Staff responsiveness - star rating,2
50235,Communication about medicines - star rating,2
50235,Discharge information - star rating,2
50235,Care transition - star rating,3
50235,Overall hospital rating - star rating,4
50235,Quietness - star rating,3
50235,Recommend hospital - star rating,4
50236,Summary star rating,3
50236,Cleanliness - star rating,3
50236,Nurse communication - star rating,2
50236,Doctor communication - star rating,2
50236,Staff responsiveness - star rating,2
50236,Communication about medicines - star rating,3
50236,Discharge information - star rating,3
50236,Care transition - star rating,3
50236,Overall hospital rating - star rating,3
50236,Quietness - star rating,3
50236,Recommend hospital - star rating,3
50238,Summary star rating,3
50238,Cleanliness - star rating,3
50238,Nurse communication - star rating,2
50238,Doctor communication - star rating,3
50238,Staff responsiveness - star rating,2
50238,Communication about medicines - star rating,2
50238,Discharge information - star rating,3
50238,Care transition - star rating,3
50238,Overall hospital rating - star rating,4
50238,Quietness - star rating,2
50238,Recommend hospital - star rating,4
50239,Summary star rating,3
50239,Cleanliness - star rating,3
50239,Nurse communication - star rating,3
50239,Doctor communication - star rating,2
50239,Staff responsiveness - star rating,3
50239,Communication about medicines - star rating,3
50239,Discharge information - star rating,3
50239,Care transition - star rating,2
50239,Overall hospital rating - star rating,4
50239,Quietness - star rating,3
50239,Recommend hospital - star rating,4
50242,Summary star rating,3
50242,Cleanliness - star rating,3
50242,Nurse communication - star rating,3
50242,Doctor communication - star rating,3
50242,Staff responsiveness - star rating,2
50242,Communication about medicines - star rating,2
50242,Discharge information - star rating,3
50242,Care transition - star rating,3
50242,Overall hospital rating - star rating,2
50242,Quietness - star rating,1
50242,Recommend hospital - star rating,3
50243,Summary star rating,2
50243,Cleanliness - star rating,1
50243,Nurse communication - star rating,2
50243,Doctor communication - star rating,2
50243,Staff responsiveness - star rating,2
50243,Communication about medicines - star rating,3
50243,Discharge information - star rating,2
50243,Care transition - star rating,2
50243,Overall hospital rating - star rating,3
50243,Quietness - star rating,1
50243,Recommend hospital - star rating,3
50245,Summary star rating,3
50245,Cleanliness - star rating,2
50245,Nurse communication - star rating,3
50245,Doctor communication - star rating,3
50245,Staff responsiveness - star rating,2
50245,Communication about medicines - star rating,3
50245,Discharge information - star rating,2
50245,Care transition - star rating,3
50245,Overall hospital rating - star rating,3
50245,Quietness - star rating,2
50245,Recommend hospital - star rating,3
50248,Summary star rating,3
50248,Cleanliness - star rating,3
50248,Nurse communication - star rating,3
50248,Doctor communication - star rating,3
50248,Staff responsiveness - star rating,2
50248,Communication about medicines - star rating,4
50248,Discharge information - star rating,3
50248,Care transition - star rating,2
50248,Overall hospital rating - star rating,3
50248,Quietness - star rating,1
